index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error,Nuclear Generation Actual (in MW),Nuclear Generation Estimated (in MW),Nuclear Generation Estimation Error,Hydro Generation Actual (in MW),Hydro Generation Estimated (in MW),Hydro Generation Estimation Error
1745,16/8/2018,NorthEastern,30.1,35.28,5.18,,,0,31.81,20.63,-11.18
1746,17/8/2018,Northern,660.9,616.72,-44.18,30.72,28.99,-1.73,327.74,356.42,28.68
1747,17/8/2018,Western,1133.25,1136.54,3.29,25.06,30.13,5.07,43.32,23.05,-20.27
1748,17/8/2018,Southern,605.37,378.49,-226.88,44.55,26.28,-18.27,84.41,157.05,72.64
1749,17/8/2018,Eastern,423.84,457.02,33.18,,,0,77.99,75.28,-2.71
1750,17/8/2018,NorthEastern,30.1,35.43,5.33,,,0,31.81,22.95,-8.86
1751,18/8/2018,Northern,660.89,636.59,-24.3,30.72,30.24,-0.48,327.74,314.73,-13.01
1752,18/8/2018,Western,1147.25,1153.62,6.37,25.06,30.09,5.03,43.32,20.79,-22.53
1753,18/8/2018,Southern,605.37,403.04,-202.33,44.55,26.25,-18.3,84.41,159.7,75.29
1754,18/8/2018,Eastern,423.84,463.7,39.86,,,0,77.99,77.4,-0.59
1755,18/8/2018,NorthEastern,30.1,35.11,5.01,,,0,31.81,22.76,-9.05
1756,19/8/2018,Northern,658.54,574.75,-83.79,30.72,29.43,-1.29,327.74,346.64,18.9
1757,19/8/2018,Western,1162.48,1114.6,-47.88,25.06,30.1,5.04,43.32,16.82,-26.5
1758,19/8/2018,Southern,608.83,373.17,-235.66,44.55,26.33,-18.22,84.41,158.05,73.64
1759,19/8/2018,Eastern,423.84,432.6,8.76,,,0,77.99,79.54,1.55
1760,19/8/2018,NorthEastern,30.1,35,4.9,,,0,31.81,21.13,-10.68
1761,20/8/2018,Northern,658.54,601.75,-56.79,30.72,30.43,-0.29,327.74,351.83,24.09
1762,20/8/2018,Western,1159.17,1137.21,-21.96,25.06,30.01,4.95,43.32,22.48,-20.84
1763,20/8/2018,Southern,608.83,381.15,-227.68,44.55,26.15,-18.4,84.41,166.99,82.58
1764,20/8/2018,Eastern,413.73,418.84,5.11,,,0,77.99,75.56,-2.43
1765,20/8/2018,NorthEastern,30.1,34.06,3.96,,,0,31.81,20.94,-10.87
1766,21/8/2018,Northern,659.25,639.59,-19.66,30.72,30.35,-0.37,327.74,358.83,31.09
1767,21/8/2018,Western,1151.31,1103.5,-47.81,25.06,30.2,5.14,43.32,20.61,-22.71
1768,21/8/2018,Southern,608.83,399,-209.83,44.55,26.27,-18.28,84.41,159.18,74.77
1769,21/8/2018,Eastern,415.73,442.74,27.01,,,0,77.99,82.45,4.46
1770,21/8/2018,NorthEastern,30.1,34.15,4.05,,,0,31.81,21.18,-10.63
1771,22/8/2018,Northern,659.25,640.74,-18.51,30.72,30.47,-0.25,327.74,350.74,23
1772,22/8/2018,Western,1163.35,1085.88,-77.47,25.06,30.06,5,43.32,20.63,-22.69
1773,22/8/2018,Southern,600.07,443.34,-156.73,44.55,26.21,-18.34,84.41,176.77,92.36
1774,22/8/2018,Eastern,415.73,453.1,37.37,,,0,77.99,81.95,3.96
1775,22/8/2018,NorthEastern,30.1,33.8,3.7,,,0,31.81,20.26,-11.55
1776,23/8/2018,Northern,657.25,589.8,-67.45,30.72,27.97,-2.75,327.74,319.46,-8.28
1777,23/8/2018,Western,1145.98,1086.44,-59.54,25.06,30.03,4.97,43.32,23.07,-20.25
1778,23/8/2018,Southern,613.62,483.46,-130.16,44.55,26.19,-18.36,84.41,180.97,96.56
1779,23/8/2018,Eastern,419.4,444.75,25.35,,,0,77.99,85.95,7.96
1780,23/8/2018,NorthEastern,30.1,25.96,-4.14,,,0,31.81,21.75,-10.06
1781,24/8/2018,Northern,654.9,591,-63.9,30.72,25,-5.72,327.74,290.02,-37.72
1782,24/8/2018,Western,1141.85,1118.11,-23.74,25.06,30.09,5.03,43.32,25.67,-17.65
1783,24/8/2018,Southern,611.57,489.77,-121.8,44.55,26.16,-18.39,84.41,184.83,100.42
1784,24/8/2018,Eastern,419.4,440.34,20.94,,,0,77.99,86.12,8.13
1785,24/8/2018,NorthEastern,30.1,24.05,-6.05,,,0,31.81,27.48,-4.33
1786,25/8/2018,Northern,654.9,583.58,-71.32,30.72,26.82,-3.9,327.74,337.77,10.03
1787,25/8/2018,Western,1147.45,1113.81,-33.64,25.06,30.1,5.04,43.32,24.24,-19.08
1788,25/8/2018,Southern,611.57,493.43,-118.14,44.55,26.22,-18.33,84.41,179.97,95.56
1789,25/8/2018,Eastern,419.4,400.78,-18.62,,,0,77.99,79.81,1.82
1790,25/8/2018,NorthEastern,30.1,24.47,-5.63,,,0,31.81,27.28,-4.53
1791,26/8/2018,Northern,656.9,560.91,-95.99,30.72,30.03,-0.69,327.74,334.45,6.71
1792,26/8/2018,Western,1150.62,1026.11,-124.51,25.06,30.08,5.02,43.32,31.29,-12.03
1793,26/8/2018,Southern,611.57,444.07,-167.5,44.55,26.2,-18.35,84.41,167.1,82.69
1794,26/8/2018,Eastern,424.9,389.36,-35.54,,,0,77.99,79.74,1.75
1795,26/8/2018,NorthEastern,30.1,23.87,-6.23,,,0,31.81,24.94,-6.87
1796,27/8/2018,Northern,659.25,591.06,-68.19,30.72,30.43,-0.29,327.74,353.1,25.36
1797,27/8/2018,Western,1160.8,1137.88,-22.92,25.06,30.03,4.97,43.32,43.58,0.26
1798,27/8/2018,Southern,611.57,454.14,-157.43,44.55,26.09,-18.46,84.41,172.11,87.7
1799,27/8/2018,Eastern,424.9,411.18,-13.72,,,0,77.99,79.67,1.68
1800,27/8/2018,NorthEastern,30.1,24.47,-5.63,,,0,31.81,26.2,-5.61
1801,28/8/2018,Northern,659.25,600.52,-58.73,30.72,30.39,-0.33,327.74,353.7,25.96
1802,28/8/2018,Western,1161.67,1172.05,10.38,25.06,30.06,5,43.32,41.92,-1.4
1803,28/8/2018,Southern,611.57,470.85,-140.72,44.55,26.07,-18.48,84.41,170.49,86.08
1804,28/8/2018,Eastern,423.42,419.95,-3.47,,,0,77.99,88.95,10.96
1805,28/8/2018,NorthEastern,30.1,25.29,-4.81,,,0,31.81,27.02,-4.79
1806,29/8/2018,Northern,669.47,592.21,-77.26,30.72,30.45,-0.27,327.74,346.08,18.34
1807,29/8/2018,Western,1161.67,1176.09,14.42,25.06,30.09,5.03,43.32,34.28,-9.04
1808,29/8/2018,Southern,611.57,483.9,-127.67,44.55,26.03,-18.52,84.41,182.71,98.3
1809,29/8/2018,Eastern,423.42,421.45,-1.97,,,0,77.99,88.7,10.71
1810,29/8/2018,NorthEastern,30.1,26.14,-3.96,,,0,31.81,24.22,-7.59
1811,30/8/2018,Northern,669.47,588.29,-81.18,30.72,30.46,-0.26,327.74,349.76,22.02
1812,30/8/2018,Western,1189.67,1176.64,-13.03,25.06,30.09,5.03,43.32,26.77,-16.55
1813,30/8/2018,Southern,612.02,490.18,-121.84,44.55,26.1,-18.45,84.41,185.76,101.35
1814,30/8/2018,Eastern,423.42,415.05,-8.37,,,0,77.99,86.99,9
1815,30/8/2018,NorthEastern,30.1,25.58,-4.52,,,0,31.81,23.85,-7.96
1816,1/9/2018,Northern,668.23,572.74,-95.49,26.33,30.48,4.15,257.18,351.88,94.7
1817,1/9/2018,Western,1166.94,1164.28,-2.66,14.07,30.18,16.11,62.03,41.54,-20.49
1818,1/9/2018,Southern,608.37,465.85,-142.52,46.83,20.42,-26.41,95.33,195.55,100.22
1819,1/9/2018,Eastern,418.45,412.97,-5.48,,,0,79,85.57,6.57
1820,1/9/2018,NorthEastern,30.22,24.28,-5.94,,,0,31.18,24.45,-6.73
1821,2/9/2018,Northern,668.23,515.2,-153.03,26.33,30.58,4.25,257.18,349.66,92.48
1822,2/9/2018,Western,1166.94,1089.73,-77.21,14.07,30.12,16.05,62.03,35.87,-26.16
1823,2/9/2018,Southern,608.37,455.47,-152.9,46.83,20.47,-26.36,95.33,182.06,86.73
1824,2/9/2018,Eastern,418.45,384.66,-33.79,,,0,79,84.35,5.35
1825,2/9/2018,NorthEastern,30.22,23.26,-6.96,,,0,31.18,25.88,-5.3
1826,3/9/2018,Northern,668.23,481.95,-186.28,26.33,34.43,8.1,257.18,356.62,99.44
1827,3/9/2018,Western,1166.94,1079.69,-87.25,14.07,30.12,16.05,62.03,45.18,-16.85
1828,3/9/2018,Southern,608.37,520.26,-88.11,46.83,20.45,-26.38,95.33,177.28,81.95
1829,3/9/2018,Eastern,418.45,405.33,-13.12,,,0,79,83.05,4.05
1830,3/9/2018,NorthEastern,30.22,24.3,-5.92,,,0,31.18,24.57,-6.61
1831,4/9/2018,Northern,668.23,505.89,-162.34,26.33,34.51,8.18,257.18,350.82,93.64
1832,4/9/2018,Western,1170.43,1113.02,-57.41,14.07,29.99,15.92,62.03,45.81,-16.22
1833,4/9/2018,Southern,611.63,550.8,-60.83,46.83,21.35,-25.48,95.33,147.79,52.46
1834,4/9/2018,Eastern,418.45,422.21,3.76,,,0,79,90.11,11.11
1835,4/9/2018,NorthEastern,30.22,24.53,-5.69,,,0,31.18,24.76,-6.42
1836,5/9/2018,Northern,663.73,520.26,-143.47,26.33,29.26,2.93,257.18,360.04,102.86
1837,5/9/2018,Western,1170.43,1136.34,-34.09,14.07,30.11,16.04,62.03,42.54,-19.49
1838,5/9/2018,Southern,611.63,537.43,-74.2,46.83,21.36,-25.47,95.33,134.62,39.29
1839,5/9/2018,Eastern,433.26,425.18,-8.08,,,0,79,93.14,14.14
1840,5/9/2018,NorthEastern,30.22,23.94,-6.28,,,0,31.18,24.32,-6.86
1841,6/9/2018,Northern,663.73,547.92,-115.81,26.33,29.45,3.12,257.18,352.26,95.08
1842,6/9/2018,Western,1170.43,1148.85,-21.58,14.07,30.06,15.99,62.03,29.35,-32.68
1843,6/9/2018,Southern,607.63,542.91,-64.72,46.83,21.38,-25.45,95.33,122.66,27.33
1844,6/9/2018,Eastern,433.26,413.39,-19.87,,,0,79,91.5,12.5
1845,6/9/2018,NorthEastern,30.22,24.78,-5.44,,,0,31.18,23.71,-7.47
1846,7/9/2018,Northern,667.36,540.58,-126.78,26.33,29.51,3.18,257.18,352.15,94.97
1847,7/9/2018,Western,1170.43,1171.72,1.29,14.07,30.19,16.12,62.03,30.71,-31.32
1848,7/9/2018,Southern,611.13,546.58,-64.55,46.83,20.43,-26.4,95.33,134.13,38.8
1849,7/9/2018,Eastern,433.26,414.15,-19.11,,,0,79,94.13,15.13
1850,7/9/2018,NorthEastern,30.22,26.68,-3.54,,,0,31.18,23.55,-7.63
1851,8/9/2018,Northern,665.65,524.27,-141.38,26.33,24.73,-1.6,257.18,345.7,88.52
1852,8/9/2018,Western,1159.43,1167.67,8.24,14.07,30.13,16.06,62.03,40.94,-21.09
1853,8/9/2018,Southern,611.13,570.63,-40.5,46.83,20.44,-26.39,95.33,156.09,60.76
1854,8/9/2018,Eastern,433.26,431.96,-1.3,,,0,79,91.2,12.2
1855,8/9/2018,NorthEastern,30.22,28.5,-1.72,,,0,31.18,23.35,-7.83
1856,9/9/2018,Northern,665.65,521.77,-143.88,26.33,24.35,-1.98,257.18,341.86,84.68
1857,9/9/2018,Western,1150.81,1163.31,12.5,14.07,30.17,16.1,62.03,60.98,-1.05
1858,9/9/2018,Southern,608,593.76,-14.24,46.83,20.42,-26.41,95.33,158.73,63.4
1859,9/9/2018,Eastern,433.26,446.75,13.49,,,0,79,94.09,15.09
1860,9/9/2018,NorthEastern,30.22,28.51,-1.71,,,0,31.18,22.79,-8.39
1861,10/9/2018,Northern,665.65,575.2,-90.45,26.33,29.04,2.71,257.18,328.35,71.17
1862,10/9/2018,Western,1150.81,1241.1,90.29,14.07,30.13,16.06,62.03,74.56,12.53
1863,10/9/2018,Southern,608,627.94,19.94,46.83,20.39,-26.44,95.33,143.53,48.2
1864,10/9/2018,Eastern,428.15,436.22,8.07,,,0,79,93.37,14.37
1865,10/9/2018,NorthEastern,30.22,26.89,-3.33,,,0,31.18,26.41,-4.77
1866,11/9/2018,Northern,665.65,609.14,-56.51,26.33,29.74,3.41,257.18,328.21,71.03
1867,11/9/2018,Western,1154.26,1265.69,111.43,14.07,29.98,15.91,62.03,76.66,14.63
1868,11/9/2018,Southern,608,655.91,47.91,46.83,19.86,-26.97,95.33,119.98,24.65
1869,11/9/2018,Eastern,431.25,429.86,-1.39,,,0,79,95.96,16.96
1870,11/9/2018,NorthEastern,30.22,25.14,-5.08,,,0,31.18,29.3,-1.88
1871,12/9/2018,Northern,665.65,608.03,-57.62,26.33,28.67,2.34,257.18,320.42,63.24
1872,12/9/2018,Western,1154.26,1280.7,126.44,14.07,30.1,16.03,62.03,51.78,-10.25
1873,12/9/2018,Southern,608,649.45,41.45,46.83,21.29,-25.54,95.33,109.39,14.06
1874,12/9/2018,Eastern,431.25,431.75,0.5,,,0,79,94.98,15.98
1875,12/9/2018,NorthEastern,30.22,26.89,-3.33,,,0,31.18,31.01,-0.17
1876,13/9/2018,Northern,670.59,612.35,-58.24,26.33,28.74,2.41,257.18,307.21,50.03
1877,13/9/2018,Western,1154.26,1287.01,132.75,14.07,30.14,16.07,62.03,34.2,-27.83
1878,13/9/2018,Southern,616.72,632.67,15.95,46.83,21.71,-25.12,95.33,91.11,-4.22
1879,13/9/2018,Eastern,431.25,440.92,9.67,,,0,79,90.88,11.88
1880,13/9/2018,NorthEastern,30.22,32.14,1.92,,,0,31.18,29.63,-1.55
1881,14/9/2018,Northern,670.59,651.34,-19.25,26.33,29.65,3.32,257.18,301.93,44.75
1882,14/9/2018,Western,1156.38,1326.22,169.84,14.07,30.14,16.07,62.03,51.42,-10.61
1883,14/9/2018,Southern,631.14,669.48,38.34,46.83,34.86,-11.97,95.33,95.15,-0.18
1884,14/9/2018,Eastern,449.66,439.14,-10.52,,,0,79,91.68,12.68
1885,14/9/2018,NorthEastern,30.22,34.28,4.06,,,0,31.18,30.35,-0.83
1886,15/9/2018,Northern,667.38,681.46,14.08,26.33,29.63,3.3,257.18,283.36,26.18
1887,15/9/2018,Western,1166.01,1328.39,162.38,14.07,30.12,16.05,62.03,56.73,-5.3
1888,15/9/2018,Southern,631.14,680.96,49.82,46.83,37.93,-8.9,95.33,106,10.67
1889,15/9/2018,Eastern,449.66,439.53,-10.13,,,0,79,93.84,14.84
1890,15/9/2018,NorthEastern,30.22,32.37,2.15,,,0,31.18,30.69,-0.49
1891,16/9/2018,Northern,667.38,726.81,59.43,26.33,29.73,3.4,257.18,255.44,-1.74
1892,16/9/2018,Western,1168.74,1330.25,161.51,14.07,30.05,15.98,62.03,39.35,-22.68
1893,16/9/2018,Southern,631.14,640.53,9.39,46.83,37.69,-9.14,95.33,93.52,-1.81
1894,16/9/2018,Eastern,456.4,433.39,-23.01,,,0,79,89.94,10.94
1895,16/9/2018,NorthEastern,30.22,31.13,0.91,,,0,31.18,29.5,-1.68
1896,17/9/2018,Northern,667.38,758.82,91.44,26.33,28.78,2.45,257.18,249.07,-8.11
1897,17/9/2018,Western,1168.74,1331.84,163.1,14.07,29.96,15.89,62.03,42.36,-19.67
1898,17/9/2018,Southern,631.14,611.05,-20.09,46.83,36.94,-9.89,95.33,93.57,-1.76
1899,17/9/2018,Eastern,456.4,429.61,-26.79,,,0,79,90.95,11.95
1900,17/9/2018,NorthEastern,30.22,32.52,2.3,,,0,31.18,26.9,-4.28
1901,18/9/2018,Northern,666.5,776.69,110.19,26.33,28.77,2.44,257.18,238.26,-18.92
1902,18/9/2018,Western,1166.43,1346.55,180.12,14.07,28.23,14.16,62.03,44.76,-17.27
1903,18/9/2018,Southern,631.14,597.46,-33.68,46.83,34.74,-12.09,95.33,76.29,-19.04
1904,18/9/2018,Eastern,456.4,440.48,-15.92,,,0,79,93.44,14.44
1905,18/9/2018,NorthEastern,30.22,32.25,2.03,,,0,31.18,26.34,-4.84
1906,19/9/2018,Northern,666.5,775.72,109.22,26.33,29.72,3.39,257.18,242.8,-14.38
1907,19/9/2018,Western,1169.35,1348.95,179.6,14.07,27.86,13.79,62.03,40.72,-21.31
1908,19/9/2018,Southern,631.14,620.16,-10.98,46.83,33.47,-13.36,95.33,87.21,-8.12
1909,19/9/2018,Eastern,456.4,443.39,-13.01,,,0,79,93.54,14.54
1910,19/9/2018,NorthEastern,30.22,28.4,-1.82,,,0,31.18,24.29,-6.89
1911,20/9/2018,Northern,656.61,761.68,105.07,26.33,28.71,2.38,257.18,242.38,-14.8
1912,20/9/2018,Western,1169.35,1336.26,166.91,14.07,29.56,15.49,62.03,39.39,-22.64
1913,20/9/2018,Southern,631.14,641.94,10.8,46.83,29.84,-16.99,95.33,105.19,9.86
1914,20/9/2018,Eastern,456.4,430.71,-25.69,,,0,79,87.46,8.46
1915,20/9/2018,NorthEastern,30.22,26.57,-3.65,,,0,31.18,23.08,-8.1
1916,21/9/2018,Northern,656.61,725.84,69.23,26.33,29.71,3.38,257.18,246.37,-10.81
1917,21/9/2018,Western,1169.35,1294.6,125.25,14.07,29.75,15.68,62.03,26.24,-35.79
1918,21/9/2018,Southern,631.54,609.09,-22.45,46.83,21.35,-25.48,95.33,87.94,-7.39
1919,21/9/2018,Eastern,456.4,386.48,-69.92,,,0,79,87.19,8.19
1920,21/9/2018,NorthEastern,30.22,27.1,-3.12,,,0,31.18,23.37,-7.81
1921,22/9/2018,Northern,656.61,546.35,-110.26,26.33,29.8,3.47,257.18,258.63,1.45
1922,22/9/2018,Western,1189.57,1174.42,-15.15,14.07,30.85,16.78,62.03,33.31,-28.72
1923,22/9/2018,Southern,630.87,607.72,-23.15,46.83,21.33,-25.5,95.33,105.9,10.57
1924,22/9/2018,Eastern,456.4,402.19,-54.21,,,0,79,90.41,11.41
1925,22/9/2018,NorthEastern,30.22,27.75,-2.47,,,0,31.18,22.72,-8.46
1926,23/9/2018,Northern,657.49,459.46,-198.03,26.33,29.86,3.53,257.18,285.03,27.85
1927,23/9/2018,Western,1189.57,1121.92,-67.65,14.07,32.1,18.03,62.03,57.7,-4.33
1928,23/9/2018,Southern,641.37,628.28,-13.09,46.83,21.33,-25.5,95.33,97,1.67
1929,23/9/2018,Eastern,456.4,412.32,-44.08,,,0,79,97.01,18.01
1930,23/9/2018,NorthEastern,30.22,27.51,-2.71,,,0,31.18,22.96,-8.22
1931,24/9/2018,Northern,657.49,476.06,-181.43,26.33,29.59,3.26,257.18,317.83,60.65
1932,24/9/2018,Western,1189.57,1200.82,11.25,14.07,32.04,17.97,62.03,56.6,-5.43
1933,24/9/2018,Southern,641.37,669.62,28.25,46.83,21.26,-25.57,95.33,107.18,11.85
1934,24/9/2018,Eastern,456.4,409.62,-46.78,,,0,79,92.63,13.63
1935,24/9/2018,NorthEastern,30.22,28.68,-1.54,,,0,31.18,24.09,-7.09
1936,25/9/2018,Northern,661.99,535.65,-126.34,26.33,30.07,3.74,257.18,297.54,40.36
1937,25/9/2018,Western,1192.31,1241.03,48.72,14.07,32.24,18.17,62.03,60.22,-1.81
1938,25/9/2018,Southern,641.37,667.33,25.96,46.83,20.34,-26.49,95.33,98.91,3.58
1939,25/9/2018,Eastern,462.23,411.31,-50.92,,,0,79,91.72,12.72
1940,25/9/2018,NorthEastern,30.22,27.49,-2.73,,,0,31.18,27.15,-4.03
1941,26/9/2018,Northern,661.99,582.01,-79.98,26.33,26.39,0.06,257.18,294.4,37.22
1942,26/9/2018,Western,1213.93,1286.24,72.31,14.07,31.89,17.82,62.03,50.95,-11.08
1943,26/9/2018,Southern,641.37,652.26,10.89,46.83,25.47,-21.36,95.33,96.63,1.3
1944,26/9/2018,Eastern,462.23,423.29,-38.94,,,0,79,86.24,7.24
1945,26/9/2018,NorthEastern,30.22,28.84,-1.38,,,0,31.18,25.74,-5.44
1946,27/9/2018,Northern,661.99,644.17,-17.82,26.33,25.38,-0.95,257.18,284.1,26.92
1947,27/9/2018,Western,1213.93,1274.07,60.14,14.07,33.42,19.35,62.03,57.41,-4.62
1948,27/9/2018,Southern,641.37,644.39,3.02,46.83,31.76,-15.07,95.33,95.98,0.65
1949,27/9/2018,Eastern,466.73,422.83,-43.9,,,0,79,84.01,5.01
1950,27/9/2018,NorthEastern,30.22,27.92,-2.3,,,0,31.18,24.67,-6.51
1951,28/9/2018,Northern,661.99,684.78,22.79,26.33,25.42,-0.91,257.18,267.54,10.36
1952,28/9/2018,Western,1213.93,1280.45,66.52,14.07,34.91,20.84,62.03,52.68,-9.35
1953,28/9/2018,Southern,641.37,664.65,23.28,46.83,31.34,-15.49,95.33,94.73,-0.6
1954,28/9/2018,Eastern,466.73,423.77,-42.96,,,0,79,90.62,11.62
1955,28/9/2018,NorthEastern,30.22,29.44,-0.78,,,0,31.18,23.49,-7.69
1956,29/9/2018,Northern,661.99,717.95,55.96,26.33,24.4,-1.93,257.18,261.58,4.4
1957,29/9/2018,Western,1213.93,1289.91,75.98,14.07,34.83,20.76,62.03,44.01,-18.02
1958,29/9/2018,Southern,641.37,658.84,17.47,46.83,31.05,-15.78,95.33,89.58,-5.75
1959,29/9/2018,Eastern,466.73,418.95,-47.78,,,0,79,89.88,10.88
1960,29/9/2018,NorthEastern,30.22,29.21,-1.01,,,0,31.18,23.06,-8.12
1961,30/9/2018,Northern,661.99,709.58,47.59,26.33,25.44,-0.89,257.18,256.07,-1.11
1962,30/9/2018,Western,1213.93,1256.4,42.47,14.07,35.26,21.19,62.03,49.78,-12.25
1963,30/9/2018,Southern,641.37,638.37,-3,46.83,31.07,-15.76,95.33,92.04,-3.29
1964,30/9/2018,Eastern,467.79,397.99,-69.8,,,0,79,87.53,8.53
1965,30/9/2018,NorthEastern,30.22,28.98,-1.24,,,0,31.18,21.61,-9.57
1966,1/10/2018,Northern,647.58,761.93,114.35,21.76,25.38,3.62,153.81,243.36,89.55
1967,1/10/2018,Western,1221.79,1312.85,91.06,17.12,35.27,18.15,40.2,35.69,-4.51
1968,1/10/2018,Southern,632.48,615.65,-16.83,46.77,30.99,-15.78,74.8,102.26,27.46
1969,1/10/2018,Eastern,485.84,409.69,-76.15,,,0,55.26,81.87,26.61
1970,1/10/2018,NorthEastern,31.58,27.14,-4.44,,,0,21.86,21,-0.86
1971,2/10/2018,Northern,647.58,755.16,107.58,21.76,28.97,7.21,153.81,238.66,84.85
1972,2/10/2018,Western,1232.47,1283.34,50.87,17.12,35.48,18.36,40.2,36.96,-3.24
1973,2/10/2018,Southern,632.48,612.44,-20.04,46.77,31.09,-15.68,74.8,81.61,6.81
1974,2/10/2018,Eastern,485.84,414.87,-70.97,,,0,55.26,83.32,28.06
1975,2/10/2018,NorthEastern,31.58,29.06,-2.52,,,0,21.86,20.35,-1.51
1976,3/10/2018,Northern,647.58,790.07,142.49,21.76,28.88,7.12,153.81,240.81,87
1977,3/10/2018,Western,1232.47,1325.1,92.63,17.12,35.33,18.21,40.2,36.38,-3.82
1978,3/10/2018,Southern,628.48,633.93,5.45,68.74,30.74,-38,74.8,102.74,27.94
1979,3/10/2018,Eastern,485.84,428.21,-57.63,,,0,55.26,89.56,34.3
1980,3/10/2018,NorthEastern,31.58,29.26,-2.32,,,0,21.86,21.54,-0.32
1981,4/10/2018,Northern,647.58,813.52,165.94,21.76,25.38,3.62,153.81,233.89,80.08
1982,4/10/2018,Western,1232.47,1345.91,113.44,17.12,35.34,18.22,40.2,41.97,1.77
1983,4/10/2018,Southern,628.48,604.64,-23.84,68.74,33.74,-35,74.8,102.7,27.9
1984,4/10/2018,Eastern,485.84,420.27,-65.57,,,0,55.26,90.78,35.52
1985,4/10/2018,NorthEastern,31.58,30.73,-0.85,,,0,21.86,20.39,-1.47
1986,5/10/2018,Northern,650.77,801.68,150.91,21.76,29.03,7.27,153.81,229.77,75.96
1987,5/10/2018,Western,1232.47,1330.33,97.86,17.12,22.17,5.05,40.2,38.67,-1.53
1988,5/10/2018,Southern,628.48,621.6,-6.88,68.74,34.65,-34.09,74.8,95.98,21.18
1989,5/10/2018,Eastern,485.84,418.07,-67.77,,,0,55.26,94.16,38.9
1990,5/10/2018,NorthEastern,31.58,30.84,-0.74,,,0,21.86,19.32,-2.54
1991,6/10/2018,Northern,650.77,768.3,117.53,21.76,26.38,4.62,153.81,224.34,70.53
1992,6/10/2018,Western,1232.47,1335.65,103.18,17.12,20.51,3.39,40.2,42.78,2.58
1993,6/10/2018,Southern,632.56,615.93,-16.63,68.74,35.62,-33.12,74.8,99,24.2
1994,6/10/2018,Eastern,485.84,427.52,-58.32,,,0,55.26,93.8,38.54
1995,6/10/2018,NorthEastern,31.58,30.35,-1.23,,,0,21.86,19.52,-2.34
1996,7/10/2018,Northern,650.77,742.31,91.54,21.76,26.43,4.67,153.81,218.76,64.95
1997,7/10/2018,Western,1232.47,1319.45,86.98,17.12,18.41,1.29,40.2,40.21,0.01
1998,7/10/2018,Southern,632.56,608.78,-23.78,68.74,34.88,-33.86,74.8,84.85,10.05
1999,7/10/2018,Eastern,485.84,440.85,-44.99,,,0,55.26,89.65,34.39
2000,7/10/2018,NorthEastern,31.58,30.26,-1.32,,,0,21.86,18.63,-3.23
2001,8/10/2018,Northern,650.77,775.52,124.75,21.76,30.11,8.35,153.81,209.2,55.39
2002,8/10/2018,Western,1246.64,1315.81,69.17,17.12,18.37,1.25,40.2,63.66,23.46
2003,8/10/2018,Southern,632.56,638.85,6.29,68.74,34.85,-33.89,74.8,109.66,34.86
2004,8/10/2018,Eastern,485.84,467.98,-17.86,,,0,55.26,85.83,30.57
2005,8/10/2018,NorthEastern,31.58,31.64,0.06,,,0,21.86,17.62,-4.24
2006,9/10/2018,Northern,653.12,772.09,118.97,21.76,30.11,8.35,153.81,203.79,49.98
2007,9/10/2018,Western,1246.64,1318.28,71.64,17.12,18.37,1.25,40.2,68.15,27.95
2008,9/10/2018,Southern,632.56,629.48,-3.08,68.74,34.85,-33.89,74.8,110.97,36.17
2009,9/10/2018,Eastern,485.84,467.88,-17.96,,,0,55.26,82.3,27.04
2010,9/10/2018,NorthEastern,31.58,31.35,-0.23,,,0,21.86,17.62,-4.24
2011,10/10/2018,Northern,653.12,802.3,149.18,21.76,29.93,8.17,153.81,207.83,54.02
2012,10/10/2018,Western,1246.64,1330.67,84.03,17.12,18.34,1.22,40.2,43.31,3.11
2013,10/10/2018,Southern,632.56,618.37,-14.19,68.74,34.89,-33.85,74.8,115.78,40.98
2014,10/10/2018,Eastern,485.84,485.95,0.11,,,0,55.26,75.28,20.02
2015,10/10/2018,NorthEastern,31.58,32.13,0.55,,,0,21.86,17.13,-4.73
2016,11/10/2018,Northern,653.12,742.6,89.48,21.76,30.25,8.49,153.81,201.39,47.58
2017,11/10/2018,Western,1246.64,1362.35,115.71,17.12,19.25,2.13,40.2,27.52,-12.68
2018,11/10/2018,Southern,637.18,608.11,-29.07,68.74,34.84,-33.9,74.8,104.73,29.93
2019,11/10/2018,Eastern,485.84,451.91,-33.93,,,0,55.26,67.25,11.99
2020,11/10/2018,NorthEastern,31.58,32.13,0.55,,,0,21.86,16.58,-5.28
2021,12/10/2018,Northern,650.64,689.4,38.76,21.76,30.92,9.16,153.81,196.9,43.09
2022,12/10/2018,Western,1246.64,1361.24,114.6,17.12,29.57,12.45,40.2,23.75,-16.45
2023,12/10/2018,Southern,637.78,635.39,-2.39,68.74,35,-33.74,74.8,128.36,53.56
2024,12/10/2018,Eastern,485.84,447.86,-37.98,,,0,55.26,64.59,9.33
2025,12/10/2018,NorthEastern,31.58,31.08,-0.5,,,0,21.86,17.57,-4.29
2026,13/10/2018,Northern,652.27,669.66,17.39,21.76,35.16,13.4,153.81,189.58,35.77
2027,13/10/2018,Western,1250.27,1345.94,95.67,17.12,33.18,16.06,40.2,20.94,-19.26
