index,Date,Region,Thermal Generation Actual (in MW),Thermal Generation Estimated (in MW),Thermal Generation Estimation Error,Nuclear Generation Actual (in MW),Nuclear Generation Estimated (in MW),Nuclear Generation Estimation Error,Hydro Generation Actual (in MW),Hydro Generation Estimated (in MW),Hydro Generation Estimation Error
3592,22/8/2019,Western,1173.07,1115.72,-57.35,37.08,44.24,7.16,42.17,100.24,58.07
3593,22/8/2019,Southern,547.88,500.73,-47.15,67.16,55.99,-11.17,96.14,129.22,33.08
3594,22/8/2019,Eastern,488.2,410.05,-78.15,,,0,90.02,87.97,-2.05
3595,22/8/2019,NorthEastern,30.5,30.53,0.03,,,0,30.44,18.73,-11.71
3596,23/8/2019,Northern,677.96,650.49,-27.47,26.88,34.93,8.05,341.97,363.08,21.11
3597,23/8/2019,Western,1188.18,1151.47,-36.71,37.08,44.23,7.15,42.17,95.7,53.53
3598,23/8/2019,Southern,544.11,465.88,-78.23,67.16,56.23,-10.93,96.14,122.16,26.02
3599,23/8/2019,Eastern,488.2,389.63,-98.57,,,0,90.02,92.03,2.01
3600,23/8/2019,NorthEastern,30.5,26.22,-4.28,,,0,30.44,19.78,-10.66
3601,24/8/2019,Northern,675.31,637.26,-38.05,26.88,34.78,7.9,341.97,356.36,14.39
3602,24/8/2019,Western,1188.18,1083.39,-104.79,37.08,44.33,7.25,42.17,92.34,50.17
3603,24/8/2019,Southern,544.11,439.86,-104.25,67.16,56.42,-10.74,96.14,115.26,19.12
3604,24/8/2019,Eastern,496.46,387.42,-109.04,,,0,90.02,100.73,10.71
3605,24/8/2019,NorthEastern,30.5,27.17,-3.33,,,0,30.44,21.15,-9.29
3606,25/8/2019,Northern,675.31,628.69,-46.62,26.88,34.7,7.82,341.97,298.57,-43.4
3607,25/8/2019,Western,1182.35,1040.63,-141.72,37.08,44.46,7.38,42.17,89.54,47.37
3608,25/8/2019,Southern,554.68,453.49,-101.19,67.16,56.26,-10.9,96.14,73.91,-22.23
3609,25/8/2019,Eastern,496.46,398.47,-97.99,,,0,90.02,102.63,12.61
3610,25/8/2019,NorthEastern,30.5,28.92,-1.58,,,0,30.44,18.14,-12.3
3611,26/8/2019,Northern,675.31,638.15,-37.16,26.88,34.64,7.76,341.97,359.4,17.43
3612,26/8/2019,Western,1194.27,1085.65,-108.62,37.08,44.44,7.36,42.17,94.03,51.86
3613,26/8/2019,Southern,565.41,484.29,-81.12,67.16,55.74,-11.42,96.14,88.51,-7.63
3614,26/8/2019,Eastern,496.46,415.87,-80.59,,,0,90.02,99.6,9.58
3615,26/8/2019,NorthEastern,30.5,30.02,-0.48,,,0,30.44,18.72,-11.72
3616,27/8/2019,Northern,677.96,694.63,16.67,26.88,34.55,7.67,341.97,367.38,25.41
3617,27/8/2019,Western,1195.67,1093.26,-102.41,37.08,44.16,7.08,42.17,100.41,58.24
3618,27/8/2019,Southern,565.41,528.02,-37.39,67.16,56.21,-10.95,96.14,106.82,10.68
3619,27/8/2019,Eastern,492.31,426.29,-66.02,,,0,90.02,104.53,14.51
3620,27/8/2019,NorthEastern,30.5,32.14,1.64,,,0,30.44,17.59,-12.85
3621,28/8/2019,Northern,677.96,743.75,65.79,26.88,34.56,7.68,341.97,370.53,28.56
3622,28/8/2019,Western,1195.67,1136.9,-58.77,37.08,44.31,7.23,42.17,114.75,72.58
3623,28/8/2019,Southern,568.41,555.73,-12.68,67.16,56.34,-10.82,96.14,111.57,15.43
3624,28/8/2019,Eastern,496.98,427.13,-69.85,,,0,90.02,100.68,10.66
3625,28/8/2019,NorthEastern,30.5,29.47,-1.03,,,0,30.44,18.15,-12.29
3626,29/8/2019,Northern,677.96,751.45,73.49,26.88,34.55,7.67,341.97,369.87,27.9
3627,29/8/2019,Western,1180.56,1163.62,-16.94,37.08,44.37,7.29,42.17,111.56,69.39
3628,29/8/2019,Southern,572.08,570.22,-1.86,67.16,55.69,-11.47,96.14,102.64,6.5
3629,29/8/2019,Eastern,496.98,430.44,-66.54,,,0,90.02,104.85,14.83
3630,29/8/2019,NorthEastern,34.83,33.08,-1.75,,,0,30.44,17.51,-12.93
3631,30/8/2019,Northern,677.96,740.35,62.39,26.88,34.57,7.69,341.97,363.77,21.8
3632,30/8/2019,Western,1174.25,1148.12,-26.13,37.08,44.34,7.26,42.17,95.92,53.75
3633,30/8/2019,Southern,572.08,565.15,-6.93,67.16,57.02,-10.14,96.14,88.64,-7.5
3634,30/8/2019,Eastern,496.98,445.33,-51.65,,,0,90.02,103.99,13.97
3635,30/8/2019,NorthEastern,34.83,32.57,-2.26,,,0,30.44,17.17,-13.27
3636,31/8/2019,Northern,677.96,739.96,62,26.88,34.48,7.6,341.97,357.8,15.83
3637,31/8/2019,Western,1194.25,1132.88,-61.37,37.08,44.35,7.27,42.17,99.25,57.08
3638,31/8/2019,Southern,589.08,527.59,-61.49,67.16,57.19,-9.97,96.14,86.16,-9.98
3639,31/8/2019,Eastern,496.98,475.44,-21.54,,,0,90.02,99.5,9.48
3640,31/8/2019,NorthEastern,34.83,28.34,-6.49,,,0,30.44,16.77,-13.67
3641,1/9/2019,Northern,696.56,670.26,-26.3,27,34.59,7.59,257.05,358.8,101.75
3642,1/9/2019,Western,1222.95,1036.08,-186.87,37.14,44.44,7.3,45.76,97.77,52.01
3643,1/9/2019,Southern,579.38,485.33,-94.05,46.83,57.11,10.28,100.04,83.1,-16.94
3644,1/9/2019,Eastern,510.82,453.61,-57.21,,,0,86.01,100.03,14.02
3645,1/9/2019,NorthEastern,34.45,24.82,-9.63,,,0,33.99,15.15,-18.84
3646,2/9/2019,Northern,696.56,656.03,-40.53,27,34.49,7.49,257.05,354.5,97.45
3647,2/9/2019,Western,1222.95,1061.5,-161.45,37.14,44.47,7.33,45.76,102.94,57.18
3648,2/9/2019,Southern,579.38,465.71,-113.67,46.83,57.07,10.24,100.04,87.67,-12.37
3649,2/9/2019,Eastern,510.82,464.04,-46.78,,,0,86.01,95.01,9
3650,2/9/2019,NorthEastern,34.45,22.47,-11.98,,,0,33.99,15.78,-18.21
3651,3/9/2019,Northern,693.92,673.06,-20.86,27,34.43,7.43,257.05,362.66,105.61
3652,3/9/2019,Western,1222.95,1072.51,-150.44,37.14,44.35,7.21,45.76,102.27,56.51
3653,3/9/2019,Southern,579.38,473.66,-105.72,46.83,56.98,10.15,100.04,98.91,-1.13
3654,3/9/2019,Eastern,500.22,477.75,-22.47,,,0,86.01,92.62,6.61
3655,3/9/2019,NorthEastern,34.45,29.79,-4.66,,,0,33.99,14.24,-19.75
3656,4/9/2019,Northern,693.92,653.32,-40.6,27,34.5,7.5,257.05,362.28,105.23
3657,4/9/2019,Western,1222.95,1077.45,-145.5,37.14,44.33,7.19,45.76,104.3,58.54
3658,4/9/2019,Southern,579.38,460.83,-118.55,46.83,56.91,10.08,100.04,110.73,10.69
3659,4/9/2019,Eastern,500.22,484.3,-15.92,,,0,86.01,92.66,6.65
3660,4/9/2019,NorthEastern,34.45,26.21,-8.24,,,0,33.99,17.48,-16.51
3661,5/9/2019,Northern,693.92,641.19,-52.73,27,34.2,7.2,257.05,361.51,104.46
3662,5/9/2019,Western,1234.83,1050.9,-183.93,37.14,42.41,5.27,45.76,98.4,52.64
3663,5/9/2019,Southern,579.38,453.2,-126.18,46.83,56.82,9.99,100.04,126.41,26.37
3664,5/9/2019,Eastern,500.22,483.51,-16.71,,,0,86.01,95.16,9.15
3665,5/9/2019,NorthEastern,35.03,29.05,-5.98,,,0,33.99,17.55,-16.44
3666,6/9/2019,Northern,706.96,635.47,-71.49,27,34.26,7.26,257.05,372.66,115.61
3667,6/9/2019,Western,1234.83,1050.72,-184.11,37.14,42.51,5.37,45.76,110.59,64.83
3668,6/9/2019,Southern,579.38,440.07,-139.31,46.83,56.52,9.69,100.04,150.77,50.73
3669,6/9/2019,Eastern,500.22,484.18,-16.04,,,0,86.01,89.14,3.13
3670,6/9/2019,NorthEastern,35.03,27.56,-7.47,,,0,33.99,19.17,-14.82
3671,7/9/2019,Northern,706.96,640.36,-66.6,27,34.61,7.61,257.05,373.75,116.7
3672,7/9/2019,Western,1227.21,1049.24,-177.97,37.14,43.84,6.7,45.76,119.29,73.53
3673,7/9/2019,Southern,583.38,417.92,-165.46,46.83,56.97,10.14,100.04,159.16,59.12
3674,7/9/2019,Eastern,500.22,467.25,-32.97,,,0,86.01,90.46,4.45
3675,7/9/2019,NorthEastern,35.03,27.98,-7.05,,,0,33.99,21.78,-12.21
3676,8/9/2019,Northern,706.96,615.75,-91.21,27,34.64,7.64,257.05,369.13,112.08
3677,8/9/2019,Western,1227.21,997.93,-229.28,37.14,44.1,6.96,45.76,117.19,71.43
3678,8/9/2019,Southern,583.38,407.23,-176.15,46.83,58.89,12.06,100.04,148.63,48.59
3679,8/9/2019,Eastern,500.22,435.81,-64.41,,,0,86.01,95.1,9.09
3680,8/9/2019,NorthEastern,35.51,28.44,-7.07,,,0,33.99,18.83,-15.16
3681,9/9/2019,Northern,710.14,664.57,-45.57,27,34.49,7.49,257.05,362.96,105.91
3682,9/9/2019,Western,1230.76,1039.11,-191.65,37.14,44.14,7,45.76,112.1,66.34
3683,9/9/2019,Southern,583.38,429.72,-153.66,46.83,61.64,14.81,100.04,171.99,71.95
3684,9/9/2019,Eastern,500.87,452.97,-47.9,,,0,86.01,101.54,15.53
3685,9/9/2019,NorthEastern,35.51,29.52,-5.99,,,0,33.99,18.3,-15.69
3686,10/9/2019,Northern,710.14,713.87,3.73,27,34.41,7.41,257.05,366.14,109.09
3687,10/9/2019,Western,1231.81,1061.4,-170.41,37.14,44.27,7.13,45.76,107.01,61.25
3688,10/9/2019,Southern,583.38,468.27,-115.11,46.83,61.53,14.7,100.04,174.72,74.68
3689,10/9/2019,Eastern,500.87,466.78,-34.09,,,0,86.01,103.28,17.27
3690,10/9/2019,NorthEastern,35.51,28.85,-6.66,,,0,33.99,22.61,-11.38
3691,11/9/2019,Northern,709.58,717.84,8.26,27,34.36,7.36,257.05,355.04,97.99
3692,11/9/2019,Western,1231.21,1061.43,-169.78,37.14,44.34,7.2,45.76,104.5,58.74
3693,11/9/2019,Southern,583.38,497.43,-85.95,46.83,61.47,14.64,100.04,166.3,66.26
3694,11/9/2019,Eastern,500.87,465.61,-35.26,,,0,86.01,105.58,19.57
3695,11/9/2019,NorthEastern,35.51,28.8,-6.71,,,0,33.99,21.89,-12.1
3696,12/9/2019,Northern,709.58,728.94,19.36,27,34.55,7.55,257.05,352.61,95.56
3697,12/9/2019,Western,1231.21,999.72,-231.49,37.14,44.23,7.09,45.76,99.2,53.44
3698,12/9/2019,Southern,588.27,485.8,-102.47,46.83,61.49,14.66,100.04,165.48,65.44
3699,12/9/2019,Eastern,500.87,437.6,-63.27,,,0,86.01,102.69,16.68
3700,12/9/2019,NorthEastern,35.51,23.9,-11.61,,,0,33.99,26.15,-7.84
3701,13/9/2019,Northern,712.8,708.41,-4.39,27,34.51,7.51,257.05,342.76,85.71
3702,13/9/2019,Western,1231.21,994.25,-236.96,37.14,43.56,6.42,45.76,104.71,58.95
3703,13/9/2019,Southern,588.27,488.74,-99.53,46.83,62.31,15.48,100.04,166.59,66.55
3704,13/9/2019,Eastern,500.87,418.06,-82.81,,,0,86.01,103.72,17.71
3705,13/9/2019,NorthEastern,35.51,24.8,-10.71,,,0,33.99,22.81,-11.18
3706,14/9/2019,Northern,712.8,713.19,0.39,27,34.7,7.7,257.05,331.54,74.49
3707,14/9/2019,Western,1243.09,1003.35,-239.74,37.14,42.38,5.24,45.76,102.76,57
3708,14/9/2019,Southern,588.27,486.2,-102.07,46.83,61.4,14.57,100.04,165.91,65.87
3709,14/9/2019,Eastern,500.87,441.02,-59.85,,,0,86.01,101.91,15.9
3710,14/9/2019,NorthEastern,35.51,31.08,-4.43,,,0,33.99,22.79,-11.2
3711,15/9/2019,Northern,712.8,677.75,-35.05,27,34.77,7.77,257.05,323.43,66.38
3712,15/9/2019,Western,1241.5,969.46,-272.04,37.14,41.28,4.14,45.76,111.89,66.13
3713,15/9/2019,Southern,588.27,478.16,-110.11,46.83,60.7,13.87,100.04,159.36,59.32
3714,15/9/2019,Eastern,495.87,427.4,-68.47,,,0,86.01,104.93,18.92
3715,15/9/2019,NorthEastern,34.94,36.16,1.22,,,0,33.99,22.51,-11.48
3716,16/9/2019,Northern,703,668.07,-34.93,27,33.57,6.57,257.05,327.29,70.24
3717,16/9/2019,Western,1267.42,1005.03,-262.39,37.14,41,3.86,45.76,123.87,78.11
3718,16/9/2019,Southern,592,496.4,-95.6,46.83,61.7,14.87,100.04,165.82,65.78
3719,16/9/2019,Eastern,495.87,449.87,-46,,,0,86.01,100.77,14.76
3720,16/9/2019,NorthEastern,34.94,36.73,1.79,,,0,33.99,27.52,-6.47
3721,17/9/2019,Northern,703,665.46,-37.54,27,33.6,6.6,257.05,322.85,65.8
3722,17/9/2019,Western,1267.42,1073.4,-194.02,37.14,32.25,-4.89,45.76,114.8,69.04
3723,17/9/2019,Southern,592,500.24,-91.76,46.83,62.47,15.64,100.04,147.87,47.83
3724,17/9/2019,Eastern,495.87,450.47,-45.4,,,0,86.01,91.09,5.08
3725,17/9/2019,NorthEastern,34.94,36.57,1.63,,,0,33.99,26.91,-7.08
3726,18/9/2019,Northern,703,694.28,-8.72,27,33.71,6.71,257.05,305.45,48.4
3727,18/9/2019,Western,1267.42,1086.83,-180.59,37.14,14.32,-22.82,45.76,115.6,69.84
3728,18/9/2019,Southern,592,459.78,-132.22,46.83,61.53,14.7,100.04,152.58,52.54
3729,18/9/2019,Eastern,495.87,443.45,-52.42,,,0,86.01,82.66,-3.35
3730,18/9/2019,NorthEastern,34.94,38.97,4.03,,,0,33.99,26.01,-7.98
3731,19/9/2019,Northern,703,671.52,-31.48,27,33.83,6.83,257.05,296.65,39.6
3732,19/9/2019,Western,1269.92,1066.08,-203.84,37.14,27.3,-9.84,45.76,123.45,77.69
3733,19/9/2019,Southern,592,484.07,-107.93,46.83,61.45,14.62,100.04,151.28,51.24
3734,19/9/2019,Eastern,495.87,454.44,-41.43,,,0,86.01,96.58,10.57
3735,19/9/2019,NorthEastern,34.94,40.09,5.15,,,0,33.99,22.61,-11.38
3736,20/9/2019,Northern,703,676.92,-26.08,27,34.89,7.89,257.05,290.7,33.65
3737,20/9/2019,Western,1287.65,1097.65,-190,37.14,29.26,-7.88,45.76,114.52,68.76
3738,20/9/2019,Southern,587.84,495.43,-92.41,46.83,62.4,15.57,100.04,152.57,52.53
3739,20/9/2019,Eastern,495.87,464.31,-31.56,,,0,86.01,98.55,12.54
3740,20/9/2019,NorthEastern,34.94,39.72,4.78,,,0,33.99,18.93,-15.06
3741,21/9/2019,Northern,704.9,671.51,-33.39,27,34.91,7.91,257.05,287.89,30.84
3742,21/9/2019,Western,1290.95,1096.93,-194.02,37.14,38.59,1.45,45.76,111.26,65.5
3743,21/9/2019,Southern,603.84,511.45,-92.39,46.83,62.08,15.25,100.04,151.89,51.85
3744,21/9/2019,Eastern,504.67,469.18,-35.49,,,0,86.01,90.79,4.78
3745,21/9/2019,NorthEastern,34.94,39.49,4.55,,,0,33.99,20.27,-13.72
3746,22/9/2019,Northern,704.9,598.13,-106.77,27,35.1,8.1,257.05,268.6,11.55
3747,22/9/2019,Western,1299.62,1008.97,-290.65,37.14,40.06,2.92,45.76,117.01,71.25
3748,22/9/2019,Southern,607.95,495.47,-112.48,46.83,62.17,15.34,100.04,151.48,51.44
3749,22/9/2019,Eastern,509.67,448.99,-60.68,,,0,86.01,89.36,3.35
3750,22/9/2019,NorthEastern,34.94,37.87,2.93,,,0,33.99,19.93,-14.06
3751,23/9/2019,Northern,704.9,613.6,-91.3,27,35.01,8.01,257.05,251.66,-5.39
3752,23/9/2019,Western,1299.62,1082.19,-217.43,37.14,41.31,4.17,45.76,117.55,71.79
3753,23/9/2019,Southern,607.95,545.73,-62.22,46.83,62.16,15.33,100.04,153.02,52.98
3754,23/9/2019,Eastern,509.67,465.57,-44.1,,,0,86.01,89.22,3.21
3755,23/9/2019,NorthEastern,34.94,33.49,-1.45,,,0,33.99,23.53,-10.46
3756,24/9/2019,Northern,704.9,627.61,-77.29,27,34.94,7.94,257.05,249.15,-7.9
3757,24/9/2019,Western,1299.62,1093.56,-206.06,37.14,43.1,5.96,45.76,121.43,75.67
3758,24/9/2019,Southern,613.09,541.64,-71.45,46.83,61,14.17,100.04,144.62,44.58
3759,24/9/2019,Eastern,509.67,431.02,-78.65,,,0,86.01,92.88,6.87
3760,24/9/2019,NorthEastern,34.94,32.67,-2.27,,,0,33.99,26.69,-7.3
3761,25/9/2019,Northern,701.82,619.45,-82.37,27,34.75,7.75,257.05,266.73,9.68
3762,25/9/2019,Western,1299.62,1058.62,-241,37.14,43.41,6.27,45.76,127.57,81.81
3763,25/9/2019,Southern,613.09,504.92,-108.17,46.83,61.13,14.3,100.04,149.71,49.67
3764,25/9/2019,Eastern,509.67,403.27,-106.4,,,0,86.01,69.53,-16.48
3765,25/9/2019,NorthEastern,34.94,31.73,-3.21,,,0,33.99,28.6,-5.39
3766,26/9/2019,Northern,701.82,559.6,-142.22,27,34.8,7.8,257.05,271.9,14.85
3767,26/9/2019,Western,1305.42,1059.87,-245.55,37.14,42.31,5.17,45.76,111.25,65.49
3768,26/9/2019,Southern,613.09,479.47,-133.62,46.83,61.24,14.41,100.04,142.43,42.39
3769,26/9/2019,Eastern,513.67,391.97,-121.7,,,0,86.01,73.8,-12.21
3770,26/9/2019,NorthEastern,34.94,32.05,-2.89,,,0,33.99,27.21,-6.78
3771,27/9/2019,Northern,701.82,500.75,-201.07,27,34.71,7.71,257.05,283.06,26.01
3772,27/9/2019,Western,1305.42,1060.02,-245.4,37.14,41.86,4.72,45.76,110.52,64.76
3773,27/9/2019,Southern,618.34,451.77,-166.57,46.83,61.24,14.41,100.04,149.97,49.93
3774,27/9/2019,Eastern,513.67,388.32,-125.35,,,0,86.01,84.17,-1.84
3775,27/9/2019,NorthEastern,34.94,33.13,-1.81,,,0,33.99,25.83,-8.16
3776,28/9/2019,Northern,701.82,449.11,-252.71,27,29.45,2.45,257.05,274.59,17.54
3777,28/9/2019,Western,1305.42,1023.17,-282.25,37.14,43.61,6.47,45.76,100.39,54.63
3778,28/9/2019,Southern,618.34,441.12,-177.22,46.83,61.14,14.31,100.04,162.27,62.23
3779,28/9/2019,Eastern,524.27,371.31,-152.96,,,0,86.01,82.22,-3.79
3780,28/9/2019,NorthEastern,34.94,34.76,-0.18,,,0,33.99,23.2,-10.79
3781,29/9/2019,Northern,701.82,402.14,-299.68,27,29.65,2.65,257.05,268.23,11.18
3782,29/9/2019,Western,1305.42,928,-377.42,37.14,44.12,6.98,45.76,101.47,55.71
3783,29/9/2019,Southern,618.34,417.23,-201.11,46.83,61.05,14.22,100.04,147.96,47.92
3784,29/9/2019,Eastern,526.57,329.95,-196.62,,,0,86.01,77.81,-8.2
3785,29/9/2019,NorthEastern,34.94,34.3,-0.64,,,0,33.99,24.01,-9.98
3786,30/9/2019,Northern,701.82,428.04,-273.78,27,29.5,2.5,257.05,274.19,17.14
3787,30/9/2019,Western,1313.42,988.81,-324.61,37.14,44.15,7.01,45.76,92.78,47.02
3788,30/9/2019,Southern,618.34,455.57,-162.77,46.83,61.05,14.22,100.04,163.95,63.91
3789,30/9/2019,Eastern,526.57,328.27,-198.3,,,0,86.01,88.67,2.66
3790,30/9/2019,NorthEastern,34.94,34.48,-0.46,,,0,33.99,22.81,-11.18
3791,1/10/2019,Northern,702.29,485.81,-216.48,30.72,29.54,-1.18,157.27,256.33,99.06
3792,1/10/2019,Western,1332.38,1011.09,-321.29,34.02,43.3,9.28,34.47,107.53,73.06
3793,1/10/2019,Southern,597.09,466.95,-130.14,46.77,60.86,14.09,84.88,158.79,73.91
3794,1/10/2019,Eastern,530.46,345.83,-184.63,,,0,64.81,90.19,25.38
3795,1/10/2019,NorthEastern,34.89,34.44,-0.45,,,0,26.91,23.58,-3.33
3796,2/10/2019,Northern,705.36,480.29,-225.07,30.72,30.19,-0.53,157.27,235.71,78.44
3797,2/10/2019,Western,1332.38,992.33,-340.05,34.02,43.77,9.75,34.47,102.53,68.06
3798,2/10/2019,Southern,597.09,463.49,-133.6,46.77,59.97,13.2,84.88,155.14,70.26
3799,2/10/2019,Eastern,530.46,371.1,-159.36,,,0,64.81,88.38,23.57
3800,2/10/2019,NorthEastern,34.89,34.12,-0.77,,,0,26.91,26.67,-0.24
3801,3/10/2019,Northern,705.36,530.65,-174.71,30.72,34.18,3.46,157.27,216.02,58.75
3802,3/10/2019,Western,1332.38,1067.69,-264.69,34.02,44.04,10.02,34.47,105.36,70.89
3803,3/10/2019,Southern,597.09,493.35,-103.74,46.77,56.18,9.41,84.88,152.65,67.77
3804,3/10/2019,Eastern,530.46,402.84,-127.62,,,0,64.81,95.33,30.52
3805,3/10/2019,NorthEastern,34.89,35.6,0.71,,,0,26.91,23.99,-2.92
3806,4/10/2019,Northern,705.36,533.05,-172.31,30.72,34.8,4.08,157.27,214.56,57.29
3807,4/10/2019,Western,1332.38,1079.78,-252.6,34.02,44.16,10.14,34.47,97.66,63.19
3808,4/10/2019,Southern,600.88,514.45,-86.43,46.77,56.43,9.66,84.88,110.43,25.55
3809,4/10/2019,Eastern,530.46,433.06,-97.4,,,0,64.81,105.92,41.11
3810,4/10/2019,NorthEastern,34.89,40.64,5.75,,,0,26.91,23.48,-3.43
3811,5/10/2019,Northern,705.36,555.91,-149.45,30.72,35.04,4.32,157.27,209.96,52.69
3812,5/10/2019,Western,1332.38,1092.2,-240.18,34.02,44.12,10.1,34.47,98.86,64.39
3813,5/10/2019,Southern,597.38,519.98,-77.4,46.77,56.08,9.31,84.88,96.11,11.23
3814,5/10/2019,Eastern,530.46,455.42,-75.04,,,0,64.81,91.02,26.21
3815,5/10/2019,NorthEastern,34.89,40.46,5.57,,,0,26.91,23.05,-3.86
3816,6/10/2019,Northern,702.58,570.34,-132.24,30.72,34.97,4.25,157.27,206.44,49.17
3817,6/10/2019,Western,1343.26,1045.3,-297.96,34.02,44.06,10.04,34.47,95.49,61.02
3818,6/10/2019,Southern,597.38,476.13,-121.25,46.77,60.15,13.38,84.88,91.32,6.44
3819,6/10/2019,Eastern,530.46,430.3,-100.16,,,0,64.81,82.88,18.07
3820,6/10/2019,NorthEastern,34.89,38.96,4.07,,,0,26.91,23.09,-3.82
3821,7/10/2019,Northern,702.58,576.76,-125.82,30.72,35.03,4.31,157.27,204.22,46.95
3822,7/10/2019,Western,1343.26,1076.27,-266.99,34.02,44.07,10.05,34.47,99.83,65.36
3823,7/10/2019,Southern,597.38,458.2,-139.18,46.77,61.6,14.83,84.88,97.37,12.49
3824,7/10/2019,Eastern,530.46,416.73,-113.73,,,0,64.81,79.35,14.54
3825,7/10/2019,NorthEastern,34.89,36.63,1.74,,,0,26.91,17.84,-9.07
3826,8/10/2019,Northern,702.58,545.57,-157.01,30.72,35.11,4.39,157.27,207.69,50.42
3827,8/10/2019,Western,1343.26,982.72,-360.54,34.02,44.06,10.04,34.47,97.57,63.1
3828,8/10/2019,Southern,597.38,430.65,-166.73,46.77,61.55,14.78,84.88,128.77,43.89
3829,8/10/2019,Eastern,530.46,384.79,-145.67,,,0,64.81,78,13.19
3830,8/10/2019,NorthEastern,34.89,32.73,-2.16,,,0,26.91,17.43,-9.48
3831,9/10/2019,Northern,702.58,579.08,-123.5,30.72,35.12,4.4,157.27,198.7,41.43
3832,9/10/2019,Western,1343.26,1056.87,-286.39,34.02,43.99,9.97,34.47,100.69,66.22
3833,9/10/2019,Southern,597.38,456.24,-141.14,46.77,61.15,14.38,84.88,144.59,59.71
3834,9/10/2019,Eastern,528.19,388.32,-139.87,,,0,64.81,87.17,22.36
3835,9/10/2019,NorthEastern,34.89,32.22,-2.67,,,0,26.91,16.78,-10.13
3836,10/10/2019,Northern,702.58,611.73,-90.85,30.72,35.19,4.47,157.27,199.06,41.79
3837,10/10/2019,Western,1343.26,1108.71,-234.55,34.02,43.98,9.96,34.47,99.67,65.2
3838,10/10/2019,Southern,597.38,486.29,-111.09,46.77,61.1,14.33,84.88,155.45,70.57
3839,10/10/2019,Eastern,528.19,414.17,-114.02,,,0,64.81,89.64,24.83
3840,10/10/2019,NorthEastern,34.89,35.06,0.17,,,0,26.91,16.21,-10.7
3841,11/10/2019,Northern,711.55,611.54,-100.01,30.72,35.25,4.53,157.27,185.76,28.49
3842,11/10/2019,Western,1343.26,1148.18,-195.08,34.02,44.14,10.12,34.47,88.07,53.6
3843,11/10/2019,Southern,605.33,490.32,-115.01,46.77,61.02,14.25,84.88,165.76,80.88
3844,11/10/2019,Eastern,528.19,422.06,-106.13,,,0,64.81,89.45,24.64
3845,11/10/2019,NorthEastern,34.89,35.6,0.71,,,0,26.91,15.4,-11.51
3846,12/10/2019,Northern,711.55,609.08,-102.47,30.72,35.19,4.47,157.27,185.76,28.49
3847,12/10/2019,Western,1343.26,1163.14,-180.12,34.02,44.12,10.1,34.47,73.23,38.76
3848,12/10/2019,Southern,605.33,493.22,-112.11,46.77,60.82,14.05,84.88,153.82,68.94
3849,12/10/2019,Eastern,528.19,437.83,-90.36,,,0,64.81,87.63,22.82
3850,12/10/2019,NorthEastern,34.89,34.77,-0.12,,,0,26.91,15.01,-11.9
3851,13/10/2019,Northern,711.55,581.67,-129.88,30.72,35.12,4.4,157.27,178.42,21.15
3852,13/10/2019,Western,1343.26,1128.25,-215.01,34.02,44.06,10.04,34.47,73.55,39.08
3853,13/10/2019,Southern,605.33,478.63,-126.7,46.77,61.75,14.98,84.88,134.2,49.32
3854,13/10/2019,Eastern,528.19,433.47,-94.72,,,0,64.81,80.06,15.25
3855,13/10/2019,NorthEastern,34.89,34.28,-0.61,,,0,26.91,13.54,-13.37
3856,14/10/2019,Northern,714.33,623.67,-90.66,30.72,35.17,4.45,157.27,172.16,14.89
3857,14/10/2019,Western,1343.26,1175.17,-168.09,34.02,44.06,10.04,34.47,89.24,54.77
3858,14/10/2019,Southern,605.33,487.01,-118.32,46.77,58.48,11.71,84.88,149.53,64.65
3859,14/10/2019,Eastern,528.19,451.03,-77.16,,,0,64.81,79.85,15.04
3860,14/10/2019,NorthEastern,34.89,35,0.11,,,0,26.91,13.39,-13.52
3861,15/10/2019,Northern,711.29,628.74,-82.55,30.72,35.16,4.44,157.27,170.86,13.59
3862,15/10/2019,Western,1341.76,1196.52,-145.24,34.02,44.03,10.01,34.47,81.92,47.45
3863,15/10/2019,Southern,605.37,509.5,-95.87,46.77,38.67,-8.1,84.88,151.38,66.5
3864,15/10/2019,Eastern,528.19,464.97,-63.22,,,0,64.81,78.8,13.99
3865,15/10/2019,NorthEastern,34.89,32.16,-2.73,,,0,26.91,12.8,-14.11
3866,16/10/2019,Northern,711.29,626.83,-84.46,30.72,35.12,4.4,157.27,166.43,9.16
3867,16/10/2019,Western,1341.76,1215.99,-125.77,34.02,44.06,10.04,34.47,73.11,38.64
3868,16/10/2019,Southern,612.5,526.97,-85.53,46.77,38.85,-7.92,84.88,145.68,60.8
3869,16/10/2019,Eastern,528.19,466.91,-61.28,,,0,64.81,74.07,9.26
3870,16/10/2019,NorthEastern,34.89,31.53,-3.36,,,0,26.91,11.99,-14.92
3871,17/10/2019,Northern,711.29,628.69,-82.6,30.72,35.17,4.45,157.27,164.31,7.04
3872,17/10/2019,Western,1341.76,1236.71,-105.05,34.02,44.1,10.08,34.47,83.78,49.31
3873,17/10/2019,Southern,612.5,496.24,-116.26,46.77,53.89,7.12,84.88,148.9,64.02
3874,17/10/2019,Eastern,528.19,454.64,-73.55,,,0,64.81,75.77,10.96
3875,17/10/2019,NorthEastern,34.89,31.25,-3.64,,,0,26.91,12.1,-14.81
